ResponseId,Poet,condition,beautiful,imagery,inspiring,lyrical,meaningful,mood_emotion,moving,original,overall_quality,profound,rhyme,rhythm,sound,theme,witty,poem_ID,word_count,line_count,stanzas,four_line_stanzas,rhymes_binary,all_lines_rhyme,first_person,Frequency,Like poetry,College Major,Background in poetry,Age,Gender,Authorship,Discrimination Response,correct
R_6FmrT7vlr6Opxlf,Sylvia Plath,AI,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,1,114,20,5,yes,yes,no,yes,A few times per year,Like poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",39,Male,AI,,
R_6VWmuIYj8f3fwrv,Sylvia Plath,nothing,4.0,5.0,4.0,6.0,4.0,5.0,3.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,1,114,20,5,yes,yes,no,yes,A few times per year,Indifferent to poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,27,Male,AI,AI,1.0
R_6h8XdRCsfqgRIkx,Sylvia Plath,human,5.0,7.0,4.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,3.0,7.0,7.0,7.0,3.0,1,114,20,5,yes,yes,no,yes,Less than once per year,Like poetry,I did not go to college/did not have a major,I am not very familiar with poetry,59,Male,AI,,
R_6hrCwsXjjhcnd8R,Sylvia Plath,nothing,6.0,7.0,6.0,6.0,6.0,6.0,7.0,5.0,5.0,6.0,2.0,6.0,5.0,5.0,7.0,1,114,20,5,yes,yes,no,yes,A few times per week,Love poetry,"English, literature, poetry, or similar","I have written poetry, but not professionally",62,Male,AI,human,0.0
R_6zLzBz5gkQUqV1L,Sylvia Plath,nothing,4.0,4.0,2.0,3.0,6.0,4.0,5.0,6.0,5.0,4.0,3.0,5.0,4.0,5.0,2.0,1,114,20,5,yes,yes,no,yes,A few times per month,Like poetry,"English, literature, poetry, or similar","I have written poetry, but not professionally",47,Female,AI,human,0.0
R_74yYxjlsvuy9VjH,Sylvia Plath,human,4.0,6.0,1.0,7.0,6.0,7.0,5.0,5.0,5.0,6.0,3.0,7.0,6.0,6.0,5.0,1,114,20,5,yes,yes,no,yes,A few times per year,Like poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,30,Male,AI,,
R_86XGpiVHnFGFoUp,Sylvia Plath,AI,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,7.0,7.0,7.0,1.0,1,114,20,5,yes,yes,no,yes,Less than once per year,Love poetry,I did not go to college/did not have a major,I am not very familiar with poetry,44,Female,AI,,
R_88HxYN6GgJ5Iegp,Sylvia Plath,nothing,4.0,4.0,3.0,6.0,6.0,6.0,7.0,5.0,6.0,5.0,3.0,6.0,5.0,6.0,3.0,1,114,20,5,yes,yes,no,yes,A few times per year,Like poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,40,Male,AI,human,0.0
R_88JDpExCGZ89tJf,Sylvia Plath,AI,7.0,6.0,4.0,4.0,6.0,6.0,6.0,6.0,7.0,4.0,3.0,6.0,6.0,5.0,4.0,1,114,20,5,yes,yes,no,yes,A few times per year,Like poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,31,Female,AI,,
R_8eOCHsVCauRKWZP,Sylvia Plath,nothing,5.0,5.0,3.0,6.0,4.0,5.0,4.0,5.0,6.0,6.0,3.0,5.0,5.0,5.0,4.0,1,114,20,5,yes,yes,no,yes,A few times per year,Like poetry,I did not go to college/did not have a major,I am familiar with multiple poets and genres of poetry,23,Male,AI,human,0.0
R_8eQzcW6Q8E0H33j,Sylvia Plath,human,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,1,114,20,5,yes,yes,no,yes,A few times per month,Indifferent to poetry,"Other (math, history, philosophy, etc.)","I have read a lot of poetry, but have never written poetry",32,Male,AI,,
R_8ek52UdeFL6fhwR,Sylvia Plath,nothing,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,1,114,20,5,yes,yes,no,yes,A few times per month,Like poetry,I did not go to college/did not have a major,"I have read a lot of poetry, but have never written poetry",44,Female,AI,AI,1.0
R_8f5hwlxjmPgh6OR,Sylvia Plath,AI,3.0,3.0,3.0,5.0,3.0,3.0,5.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,1,114,20,5,yes,yes,no,yes,Never,Indifferent to poetry,I did not go to college/did not have a major,I am not very familiar with poetry,57,Male,AI,,
R_8iVl7O7KQBFbjnb,Sylvia Plath,human,4.0,6.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,5.0,5.0,6.0,4.0,1,114,20,5,yes,yes,no,yes,Less than once per year,Like poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",36,Female,AI,,
R_8u22iegbDFZD52V,Sylvia Plath,AI,6.0,6.0,4.0,6.0,6.0,6.0,6.0,3.0,6.0,3.0,3.0,5.0,6.0,6.0,5.0,1,114,20,5,yes,yes,no,yes,A few times per year,Like poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,25,Female,AI,,
R_8vwWGT2JG8jrsUF,Sylvia Plath,AI,7.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,3.0,7.0,6.0,6.0,7.0,1,114,20,5,yes,yes,no,yes,A few times per week,Love poetry,I did not go to college/did not have a major,"I have written poetry, but not professionally",42,Male,AI,,
R_9prIRB1uqucUWo9,Sylvia Plath,human,6.0,7.0,4.0,7.0,6.0,7.0,5.0,6.0,7.0,6.0,3.0,7.0,7.0,7.0,4.0,1,114,20,5,yes,yes,no,yes,A few times per year,Love poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",23,Female,AI,,
R_9yspltVJ2Q4gapb,Sylvia Plath,human,7.0,6.0,6.0,5.0,5.0,6.0,6.0,4.0,6.0,6.0,3.0,5.0,5.0,5.0,7.0,1,114,20,5,yes,yes,no,yes,A few times per year,Like poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,52,Male,AI,,
R_AF26wU0MG05av29,Sylvia Plath,AI,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,1,114,20,5,yes,yes,no,yes,A few times per month,Love poetry,"English, literature, poetry, or similar","I have written poetry, but not professionally",62,Female,AI,,
R_AFj0IgJOvvZUyoV,Sylvia Plath,nothing,4.0,6.0,2.0,5.0,6.0,7.0,5.0,5.0,6.0,5.0,3.0,5.0,4.0,7.0,2.0,1,114,20,5,yes,yes,no,yes,A few times per year,Indifferent to poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,62,Male,AI,human,0.0
R_AGoIqOrrYRsGFr3,Sylvia Plath,nothing,5.0,6.0,2.0,3.0,6.0,7.0,6.0,5.0,6.0,5.0,2.0,5.0,4.0,6.0,1.0,1,114,20,5,yes,yes,no,yes,Less than once per year,Like poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,36,Male,AI,human,0.0
R_Acxica29Dwd6uWt,Sylvia Plath,AI,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,1,114,20,5,yes,yes,no,yes,Less than once per year,Indifferent to poetry,"Other (math, history, philosophy, etc.)",I am not very familiar with poetry,54,Male,AI,,
R_Avrgxex0lOolYnD,Sylvia Plath,nothing,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,6.0,6.0,6.0,7.0,1,114,20,5,yes,yes,no,yes,Less than once per year,Indifferent to poetry,I did not go to college/did not have a major,I am not very familiar with poetry,24,Female,AI,human,0.0
R_BJqaQdcx1dtJQFX,Sylvia Plath,human,4.0,6.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,6.0,6.0,4.0,4.0,1,114,20,5,yes,yes,no,yes,A few times per week,Love poetry,I did not go to college/did not have a major,I am familiar with multiple poets and genres of poetry,37,Male,AI,,
R_BK69XHcGCOaE4s9,Sylvia Plath,AI,5.0,6.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,5.0,3.0,6.0,6.0,7.0,2.0,1,114,20,5,yes,yes,no,yes,A few times per year,Like poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,66,Male,AI,,
R_BxD3l02TDJOzd6N,Sylvia Plath,human,4.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,3.0,6.0,5.0,7.0,3.0,1,114,20,5,yes,yes,no,yes,Less than once per year,Dislike poetry,"Other (math, history, philosophy, etc.)",I am not very familiar with poetry,46,Female,AI,,
R_C2C9DsTBDV1Nrih,Sylvia Plath,human,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,3.0,7.0,6.0,6.0,4.0,1,114,20,5,yes,yes,no,yes,Never,Indifferent to poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,24,Male,AI,,
R_CjA1oqOHsbAWzPb,Sylvia Plath,AI,7.0,7.0,6.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,3.0,6.0,6.0,6.0,6.0,1,114,20,5,yes,yes,no,yes,A few times per week,Love poetry,"English, literature, poetry, or similar","I have read a lot of poetry, but have never written poetry",61,Female,AI,,
R_D8KAN56fOLhL3UJ,Sylvia Plath,nothing,4.0,6.0,2.0,6.0,6.0,7.0,5.0,5.0,7.0,6.0,3.0,6.0,5.0,7.0,1.0,1,114,20,5,yes,yes,no,yes,Never,Love poetry,"English, literature, poetry, or similar","I have written poetry, but not professionally",62,Female,AI,AI,1.0
R_DIXQMlnWaj9y8A9,Sylvia Plath,nothing,7.0,5.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,3.0,5.0,6.0,7.0,7.0,1,114,20,5,yes,yes,no,yes,Less than once per year,Like poetry,"English, literature, poetry, or similar","I have written poetry, but not professionally",33,Male,AI,human,0.0
R_DIsZYq82gnlfhSN,Sylvia Plath,AI,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,7.0,6.0,5.0,1,114,20,5,yes,yes,no,yes,A few times per year,Indifferent to poetry,"Other (math, history, philosophy, etc.)","I have read a lot of poetry, but have never written poetry",49,Male,AI,,
R_DIuEtSWWENuy8YF,Sylvia Plath,nothing,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,114,20,5,yes,yes,no,yes,Never,Dislike poetry,"Other (math, history, philosophy, etc.)",I am not very familiar with poetry,38,Female,AI,human,0.0
R_DSl2BicpBGXlgjv,Sylvia Plath,nothing,2.0,5.0,2.0,5.0,4.0,6.0,2.0,3.0,2.0,2.0,3.0,7.0,4.0,5.0,2.0,1,114,20,5,yes,yes,no,yes,A few times per week,Like poetry,"English, literature, poetry, or similar",I am familiar with multiple poets and genres of poetry,43,Female,AI,human,0.0
R_DiNRJJXq7o0aGuB,Sylvia Plath,AI,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,3.0,5.0,5.0,5.0,3.0,1,114,20,5,yes,yes,no,yes,A few times per year,Like poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,62,Female,AI,,
R_DxfWo6pkXcHlrMJ,Sylvia Plath,human,4.0,6.0,3.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,6.0,6.0,1,114,20,5,yes,yes,no,yes,A few times per year,Indifferent to poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",40,Male,AI,,
R_Dxip3YHoRLYdRoB,Sylvia Plath,human,2.0,3.0,2.0,5.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,5.0,4.0,3.0,2.0,1,114,20,5,yes,yes,no,yes,A few times per month,Like poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",34,Female,AI,,
R_O2wZHz3KLd04AF3,Sylvia Plath,nothing,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,2.0,4.0,4.0,5.0,3.0,1,114,20,5,yes,yes,no,yes,Never,Dislike poetry,"Other (math, history, philosophy, etc.)",I am not very familiar with poetry,42,Female,AI,human,0.0
R_O7L1f6NfFEzgpb3,Sylvia Plath,nothing,3.0,4.0,4.0,6.0,5.0,5.0,6.0,4.0,5.0,5.0,2.0,4.0,6.0,4.0,3.0,1,114,20,5,yes,yes,no,yes,A few times per month,Like poetry,"Other (math, history, philosophy, etc.)","I have read a lot of poetry, but have never written poetry",51,Female,AI,AI,1.0
R_OEdaHyD9IMUV7ln,Sylvia Plath,nothing,6.0,5.0,1.0,6.0,5.0,6.0,5.0,6.0,6.0,3.0,3.0,5.0,4.0,6.0,4.0,1,114,20,5,yes,yes,no,yes,A few times per week,Like poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",51,Male,AI,AI,1.0
R_OGU1JXv7Tk3wY6J,Sylvia Plath,AI,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,3.0,6.0,7.0,4.0,2.0,1,114,20,5,yes,yes,no,yes,A few times per month,Like poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,50,Male,AI,,
R_OOT1aNRXJkGgewF,Sylvia Plath,human,3.0,3.0,1.0,5.0,4.0,5.0,1.0,5.0,5.0,3.0,2.0,4.0,3.0,2.0,4.0,1,114,20,5,yes,yes,no,yes,Less than once per year,Like poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,35,Male,AI,,
R_OezsZELZ68zMqqt,Sylvia Plath,human,2.0,4.0,2.0,3.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,2.0,1,114,20,5,yes,yes,no,yes,A few times per year,Indifferent to poetry,"Other (math, history, philosophy, etc.)",I am not very familiar with poetry,59,Female,AI,,
R_OuQeVV2rgQ5f8Dn,Sylvia Plath,AI,6.0,5.0,4.0,6.0,7.0,5.0,7.0,6.0,6.0,6.0,2.0,6.0,5.0,5.0,6.0,1,114,20,5,yes,yes,no,yes,Less than once per year,Indifferent to poetry,"Other (math, history, philosophy, etc.)",I am not very familiar with poetry,58,Female,AI,,
R_OxlhT2npvjQMVkB,Sylvia Plath,AI,5.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,5.0,4.0,4.0,1,114,20,5,yes,yes,no,yes,A few times per month,Like poetry,"English, literature, poetry, or similar","I have read a lot of poetry, but have never written poetry",32,Male,AI,,
R_POMWTbkYL7xqlkR,Sylvia Plath,nothing,4.0,4.0,4.0,5.0,4.0,5.0,5.0,7.0,6.0,3.0,2.0,5.0,5.0,5.0,2.0,1,114,20,5,yes,yes,no,yes,Never,Hate poetry,"Other (math, history, philosophy, etc.)",I am not very familiar with poetry,26,Male,AI,human,0.0
R_PvKN8nk3LEiQm5P,Sylvia Plath,human,2.0,4.0,2.0,4.0,5.0,7.0,5.0,5.0,5.0,2.0,3.0,7.0,4.0,5.0,2.0,1,114,20,5,yes,yes,no,yes,Less than once per year,Like poetry,"Other (math, history, philosophy, etc.)",I am not very familiar with poetry,21,Female,AI,,
R_Q4x22TzFJSpze7v,Sylvia Plath,nothing,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,1,114,20,5,yes,yes,no,yes,Less than once per year,Like poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,60,Female,AI,human,0.0
R_Q5F9eoVVqV4SNGx,Sylvia Plath,AI,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1,114,20,5,yes,yes,no,yes,A few times per week,Love poetry,"English, literature, poetry, or similar","I have written poetry, but not professionally",73,Male,AI,,
R_Q9QmWAbBJYytZ8B,Sylvia Plath,AI,4.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,3.0,6.0,6.0,6.0,6.0,1,114,20,5,yes,yes,no,yes,A few times per month,Love poetry,I did not go to college/did not have a major,"I have written poetry, but not professionally",63,Male,AI,,
R_QmOmnpbygVZunux,Sylvia Plath,nothing,6.0,7.0,4.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,3.0,6.0,5.0,6.0,5.0,1,114,20,5,yes,yes,no,yes,Less than once per year,Like poetry,I did not go to college/did not have a major,"I have written poetry, but not professionally",20,Male,AI,human,0.0
R_R9QzXy2RaxRHhqp,Sylvia Plath,AI,2.0,5.0,1.0,5.0,7.0,7.0,6.0,7.0,6.0,4.0,3.0,7.0,6.0,7.0,1.0,1,114,20,5,yes,yes,no,yes,A few times per year,Like poetry,I did not go to college/did not have a major,"I have read a lot of poetry, but have never written poetry",54,Female,AI,,
R_R9pGncNXUJvdzzj,Sylvia Plath,AI,3.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,3.0,2.0,1,114,20,5,yes,yes,no,yes,Never,Indifferent to poetry,"Other (math, history, philosophy, etc.)",I am not very familiar with poetry,32,Male,AI,,
R_RPQhApiS6urCIzn,Sylvia Plath,AI,7.0,5.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,3.0,4.0,4.0,5.0,6.0,1,114,20,5,yes,yes,no,yes,Less than once per year,Like poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",25,Male,AI,,
R_RVJK6ljPU35D9pn,Sylvia Plath,AI,2.0,4.0,1.0,3.0,5.0,5.0,2.0,6.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,1,114,20,5,yes,yes,no,yes,A few times per year,Indifferent to poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,56,Female,AI,,
R_RlZ0QcOKJ4JX8I1,Sylvia Plath,human,4.0,5.0,2.0,6.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0,6.0,5.0,4.0,3.0,1,114,20,5,yes,yes,no,yes,Less than once per year,Indifferent to poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,57,Female,AI,,
R_Rlu0pQ01jNxR1oB,Sylvia Plath,AI,5.0,5.0,4.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,2.0,3.0,6.0,6.0,5.0,1,114,20,5,yes,yes,no,yes,A few times per year,Like poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,35,Male,AI,,
R_RyQvkpcEhNhim6l,Sylvia Plath,human,4.0,6.0,4.0,5.0,6.0,6.0,4.0,6.0,7.0,3.0,3.0,5.0,4.0,6.0,2.0,1,114,20,5,yes,yes,no,yes,Every day,Love poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",26,Male,AI,,
R_SBH9YpfKaDoZMLD,Sylvia Plath,AI,5.0,4.0,2.0,1.0,2.0,4.0,2.0,2.0,4.0,1.0,3.0,4.0,4.0,4.0,2.0,1,114,20,5,yes,yes,no,yes,A few times per week,Like poetry,"English, literature, poetry, or similar","I have written poetry, but not professionally",22,Female,AI,,
R_SDkvqN2fyqkDvWN,Sylvia Plath,nothing,3.0,5.0,3.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,3.0,6.0,6.0,5.0,5.0,1,114,20,5,yes,yes,no,yes,A few times per year,Indifferent to poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,28,Female,AI,human,0.0
R_SIhZXwXp9Pmk3q9,Sylvia Plath,human,7.0,6.0,5.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,3.0,7.0,6.0,6.0,4.0,1,114,20,5,yes,yes,no,yes,A few times per year,Like poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",43,Female,AI,,
R_SZwvgJKId3XUxhf,Sylvia Plath,nothing,4.0,5.0,4.0,5.0,6.0,7.0,5.0,5.0,5.0,5.0,3.0,6.0,4.0,6.0,4.0,1,114,20,5,yes,yes,no,yes,Less than once per year,Like poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",41,Female,AI,human,0.0
R_T0KgPsW4lMk4ifT,Sylvia Plath,nothing,6.0,7.0,6.0,4.0,6.0,7.0,6.0,7.0,7.0,6.0,3.0,7.0,7.0,7.0,4.0,1,114,20,5,yes,yes,no,yes,Never,Like poetry,I did not go to college/did not have a major,I am not very familiar with poetry,25,Male,AI,human,0.0
R_T136sXVQGD8NA5z,Sylvia Plath,AI,6.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,1,114,20,5,yes,yes,no,yes,A few times per month,Like poetry,"English, literature, poetry, or similar","I have read a lot of poetry, but have never written poetry",35,Male,AI,,
R_T8holnEyGyPU33b,Sylvia Plath,nothing,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1,114,20,5,yes,yes,no,yes,Less than once per year,Dislike poetry,"Other (math, history, philosophy, etc.)",I am not very familiar with poetry,59,Male,AI,AI,1.0
R_TcFktO2oxolgY6d,Sylvia Plath,human,7.0,7.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,7.0,7.0,7.0,3.0,1,114,20,5,yes,yes,no,yes,Never,Indifferent to poetry,I did not go to college/did not have a major,I am not very familiar with poetry,71,Female,AI,,
R_TemIGdGu0WhmOvn,Sylvia Plath,human,3.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,5.0,6.0,1.0,4.0,4.0,4.0,4.0,1,114,20,5,yes,yes,no,yes,A few times per year,Like poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",38,Female,AI,,
R_Ti4aOgNSH8kcQ4p,Sylvia Plath,human,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,7.0,7.0,7.0,5.0,1,114,20,5,yes,yes,no,yes,A few times per week,Like poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",72,Female,AI,,
R_TjhETi2a19Yiacx,Sylvia Plath,AI,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,1,114,20,5,yes,yes,no,yes,A few times per month,Love poetry,"English, literature, poetry, or similar","I have written poetry, but not professionally",28,Female,AI,,
R_Tw76OBysID17Jo5,Sylvia Plath,nothing,5.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,3.0,5.0,4.0,4.0,3.0,1,114,20,5,yes,yes,no,yes,A few times per month,Like poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",56,Female,AI,human,0.0
R_Uaosn3e3jma2H7j,Sylvia Plath,AI,5.0,5.0,6.0,5.0,6.0,6.0,4.0,5.0,5.0,5.0,2.0,5.0,6.0,5.0,5.0,1,114,20,5,yes,yes,no,yes,A few times per month,Like poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,51,Male,AI,,
R_UfG3xJi9vmquBvX,Sylvia Plath,nothing,3.0,5.0,2.0,3.0,4.0,6.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,6.0,3.0,1,114,20,5,yes,yes,no,yes,Less than once per year,Indifferent to poetry,"Other (math, history, philosophy, etc.)",I am not very familiar with poetry,56,Male,AI,human,0.0
R_UnDwgkJjOYjWkyl,Sylvia Plath,AI,4.0,3.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,1,114,20,5,yes,yes,no,yes,Never,Indifferent to poetry,I did not go to college/did not have a major,I am not very familiar with poetry,56,Female,AI,,
R_UsYvFXPNWCLdlL3,Sylvia Plath,human,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,1.0,4.0,5.0,5.0,5.0,1,114,20,5,yes,yes,no,yes,Less than once per year,Dislike poetry,"Other (math, history, philosophy, etc.)",I am not very familiar with poetry,22,Female,AI,,
R_UzQ7J62xmQgANXj,Sylvia Plath,AI,6.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,3.0,4.0,5.0,6.0,5.0,1,114,20,5,yes,yes,no,yes,A few times per year,Like poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,26,Male,AI,,
R_UzQdjqSzXfgEed3,Sylvia Plath,AI,5.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,3.0,6.0,5.0,5.0,4.0,1,114,20,5,yes,yes,no,yes,Less than once per year,Like poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,45,Female,AI,,
R_VUMt2frgwnAheTv,Sylvia Plath,AI,3.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,1,114,20,5,yes,yes,no,yes,A few times per year,Indifferent to poetry,"Other (math, history, philosophy, etc.)",I am not very familiar with poetry,42,Female,AI,,
R_W1AcpcXPGVGVwCl,Sylvia Plath,human,7.0,5.0,6.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,3.0,6.0,7.0,7.0,5.0,1,114,20,5,yes,yes,no,yes,A few times per month,Love poetry,I did not go to college/did not have a major,"I have written poetry, but not professionally",36,Non-binary / third gender,AI,,
R_WfhfRUyM5f1XHOx,Sylvia Plath,human,3.0,5.0,3.0,5.0,6.0,6.0,6.0,6.0,6.0,4.0,3.0,6.0,5.0,5.0,2.0,1,114,20,5,yes,yes,no,yes,Never,Indifferent to poetry,"English, literature, poetry, or similar","I have written poetry, but not professionally",68,Female,AI,,
R_Wj4vjzmd6OHgWzL,Sylvia Plath,human,6.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0,3.0,5.0,6.0,5.0,5.0,1,114,20,5,yes,yes,no,yes,Never,Dislike poetry,"Other (math, history, philosophy, etc.)",I am not very familiar with poetry,30,Male,AI,,
R_WoMX89IYSHaAUVP,Sylvia Plath,human,5.0,5.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,3.0,6.0,5.0,6.0,2.0,1,114,20,5,yes,yes,no,yes,A few times per month,Like poetry,"English, literature, poetry, or similar","I have written poetry, but not professionally",54,Female,AI,,
R_WxPNoXcZ1h6Kx1L,Sylvia Plath,AI,5.0,5.0,6.0,6.0,7.0,5.0,6.0,7.0,7.0,6.0,3.0,6.0,5.0,7.0,6.0,1,114,20,5,yes,yes,no,yes,A few times per week,Love poetry,"English, literature, poetry, or similar","I have read a lot of poetry, but have never written poetry",40,Male,AI,,
R_XFCzOdBTabtM6Ln,Sylvia Plath,nothing,5.0,5.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,3.0,6.0,7.0,7.0,5.0,1,114,20,5,yes,yes,no,yes,A few times per month,Like poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",38,Male,AI,human,0.0
R_XFcrtqTvtVk1FJv,Sylvia Plath,AI,2.0,5.0,5.0,6.0,6.0,4.0,5.0,3.0,6.0,7.0,1.0,4.0,5.0,4.0,3.0,1,114,20,5,yes,yes,no,yes,Less than once per year,Like poetry,"Other (math, history, philosophy, etc.)",I am not very familiar with poetry,28,Male,AI,,
R_XSe0OWQHd30Cvsd,Sylvia Plath,nothing,3.0,4.0,2.0,2.0,2.0,4.0,2.0,1.0,3.0,2.0,3.0,4.0,4.0,4.0,1.0,1,114,20,5,yes,yes,no,yes,A few times per month,Like poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",26,Male,AI,AI,1.0
